Salary,Year,Player,Position
5525000,2007,Gerald Wallace, SF
5525000,2007,Marko Jaric, PG
5525000,2007,Udonis Haslem, PF
5500000,2007,Jeff Foster, PF
5400000,2007,Brian Skinner, PF
5400000,2007,Shareef Abdur-Rahim, PF
5400000,2007,Earl Watson, PG
5400000,2007,Stromile Swift, PF
5400000,2007,Antonio Daniels, PG
5400000,2007,Brian Cardinal, PF
5400000,2007,Jerome James, C
5393300,2007,Shane Battier, SF
5252065,2007,Dan Gadzuric, C
5250000,2007,Bobby Jackson, PG
5218622,2007,Darko Milicic, C
5215000,2007,Nazr Mohammed, C
5215000,2007,Jared Jeffries, PF
5215000,2007,Joel Przybilla, C
5215000,2007,Tim Thomas, PF
5215000,2007,Mike James, PG
5215000,2007,Vladimir Radmanovic, SF
5117880,2007,Brent Barry, SG
4875000,2007,Marc Jackson, PF
4806720,2007,Dwight Howard, C
4694041,2007,Carmelo Anthony, PF
4665960,2007,Andrew Bogut, C
4571428,2007,Eduardo Najera, PF
4550000,2007,Morris Peterson, SG
4501200,2007,Andrea Bargnani, C
4500000,2007,Raja Bell, SG
4500000,2007,Brendan Haywood, C
4400000,2007,Brevin Knight, PG
4400000,2007,John Salmons, SF
4350000,2007,Trenton Hassell, SF
4300560,2007,Emeka Okafor, C
4296000,2007,Eric Williams, PF
4235220,2007,Chris Bosh, PF
4214241,2007,Chris Mihm, C
4200000,2007,Rafer Alston, PG
4174800,2007,Marvin Williams, F
4171200,2007,Kevin Durant, SF
4150000,2007,Anthony Parker, SG
4100000,2007,Carlos Arroyo, PG
4050000,2007,Damon Stoudamire, PG
4027320,2007,LaMarcus Aldridge, PF
4018182,2007,Kyle Korver, SG
4000000,2007,Reggie Evans, C
4000000,2007,Gordan Giricek, SG
4000000,2007,Sarunas Jasikevicius, PG
4000000,2007,Zaza Pachulia, C
3950000,2007,Andres Nocioni, SF
3884678,2007,Damon Jones, PG
3862080,2007,Ben Gordon, SG
3841920,2007,Shaun Livingston, G
3841443,2007,Dwyane Wade, G
3840000,2007,Bob Sura, PG
3750000,2007,Jorge Garbajosa, PF
3750000,2007,Bruce Bowen, SF
3749040,2007,Deron Williams, PG
3674584,2007,Vitaly Potapenko, C
3650000,2007,Darius Songaila, PF
3616680,2007,Adam Morrison, SF
3600000,2007,Jeff McInnis, PG
3600000,2007,Marcus Banks, PG
3525000,2007,Pat Garrity, PF
3500000,2007,Dale Davis, PF
3500000,2007,Tyronn Lue, PG
3491767,2007,Chris Kaman, C
3380160,2007,Chris Paul, PG
3348000,2007,Keyon Dooling, PG
3315000,2007,Robert Horry, PF
3303813,2007,Melvin Ely, C
3260760,2007,Tyrus Thomas, PF
3250000,2007,Lorenzen Wright, PF
3240741,2007,Greg Buckner, SG
3240000,2007,Zeljko Rebraca, C
3196050,2007,Kevin Ollie, PG
3196050,2007,Ira Newble, SF
3192628,2007,Kirk Hinrich, SG
3153120,2007,Devin Harris, G
3100000,2007,Trevor Ariza, SF
3100000,2007,Fred Jones, SG
3060840,2007,Raymond Felton, G
3058200,2007,Jeff Green, PF
3024000,2007,Steven Hunter, C
3024000,2007,Chris Duhon, PG
3000000,2007,Chucky Atkins, PG
3000000,2007,Francisco Elson, C
3000000,2007,Rasual Butler, SF
2952840,2007,Shelden Williams, C
2950000,2007,Earl Boykins, PG
2929467,2007,T.J. Ford, PG
2900000,2007,Jake Tsakalidis, C
2889000,2007,Michael Finley, SG
2880000,2007,Michael Doleac, C
2863920,2007,Josh Childress, F
2800000,2007,Willie Green, SG
2793103,2007,Brian Scalabrine, PF
2780160,2007,Martell Webster, SF
2753218,2007,Dan Dickau, PG
2750000,2007,Primoz Brezec, C
2700000,2007,Eddie Griffin, PF
2700000,2007,Damien Wilkins, SG
2696956,2007,Michael Sweetney, PF
2681880,2007,Brandon Roy, SG
2650000,2007,James Jones, SG
2640000,2007,Anthony Johnson, PG
2625698,2007,Jarron Collins, C
2614440,2007,Luol Deng, F
2564127,2007,Jarvis Hayes, SF
2550000,2007,Juan Dixon, SG
2537880,2007,Charlie Villanueva, PF
2535720,2007,Corey Brewer, SG
2535260,2007,Mickael Pietrus, SF
2510000,2007,Keith Bogans, SG
2501070,2007,Nick Collison, F
2500000,2007,Fabricio Oberto, C
2500000,2007,Bostjan Nachbar, SF
2500000,2007,Alonzo Mourning, C
2500000,2007,Aaron McKie, SG
2448240,2007,Randy Foye, SG
2425878,2007,Luke Ridnour, PG
2395200,2007,Rafael Araujo, C
2333334,2007,Jose Calderon, G
2325000,2007,Channing Frye, F
2250000,2007,Lindsey Hunter, SG
2242920,2007,Rudy Gay, SF
2210000,2007,Mark Madsen, PF
2210000,2007,Dikembe Mutombo, C
2201640,2007,Andre Iguodala, SG
2200000,2007,Othella Harrington, PF
2200000,2007,Jackie Butler, C
2200000,2007,Scot Pollard, C
2157097,2007,Zarko Cabarkapa, SF
2137200,2007,Ike Diogu, PF
2115000,2007,Bonzi Wells, SG
2061720,2007,Patrick O'Bryant, C
2051938,2007,David West, F
2030280,2007,Andrew Bynum, C
2000000,2007,Matt Bonner, C
2000000,2007,Jake Voskuhl, C
1998000,2007,DeSagana Diop, C
1986960,2007,Andris Biedrins, C
1974259,2007,Devean George, SF
1962206,2007,Sasha Pavlovic, SG
1958640,2007,Mouhamed Sene, C
1920000,2007,Mo Williams, PG
1887600,2007,Robert Swift, C
1886113,2007,Dahntay Jones, SG
1870501,2007,Boris Diaw, C
1860720,2007,JJ Redick, SG
1854376,2007,Zoran Planinic, PG
1836426,2007,Travis Outlaw, SF
1830720,2007,Thaddeus Young, PF
1817141,2007,Brian Cook, PF
1803600,2007,Michael Ruffin, PF
1803600,2007,Malik Allen, PF
1800000,2007,Vasileios Spanoulis, PG
1800000,2007,Walter Herrmann Heinrich, PF
1793160,2007,Sebastian Telfair, PG
1767600,2007,Hilton Armstrong, PF
1750000,2007,Ronald Murray, SG
1750000,2007,David Wesley, SG
1750000,2007,Shammond Williams, PG
1750000,2007,Aaron Williams, C
1740720,2007,Sean May, C
1703520,2007,Kris Humphries, PF
1689410,2007,Kendrick Perkins, C
1679733,2007,Leandro Barbosa, G
1679280,2007,Thabo Sefolosha, SF
1667603,2007,Josh Howard, SF
1653720,2007,Rashad McCants, SG
1628959,2007,Didier Ilunga-Mbenga, C
1620000,2007,Maurice Evans, SG
1618320,2007,Al Jefferson, C
1600000,2007,Clifford Robinson, PF
1595400,2007,Ronnie Brewer, SF
1570920,2007,Antoine Wright, SF
1569600,2007,Rodney Stuckey, PG
1540000,2007,Jalen Rose, SG
1537440,2007,Kirk Snyder, SG
1529873,2007,Justin Reed, SF
1515480,2007,Cedric Simmons, SF
1492440,2007,Joey Graham, SF
1475000,2007,Adrian Griffin, SG
1470000,2007,Yaroslav Korolev, SF
1460640,2007,Josh Smith, PF
1439760,2007,Rodney Carney, SG
1417800,2007,Danny Granger, SF
1400000,2007,Eddie House, SG
1387560,2007,JR Smith, SG
1375000,2007,Luke Walton, SF
1367760,2007,Shawne Williams, SF
1350000,2007,Keith McLeod, PG
1347000,2007,Gerald Green, SG
1330000,2007,Steve Blake, PG
1325160,2007,Dorell Wright, SF
1286280,2007,Hakim Warrick, PF
1272120,2007,Jameer Nelson, G
1240920,2007,Quincy Douby, SG
1234800,2007,Julius Hodge, SG
1233840,2007,Jason Smith, F
1221240,2007,Pavel Podkolzin, C
1191240,2007,Renaldo Balkman, SF
1188000,2007,Jason Kapono, SG
1188000,2007,Matt Carroll, SG
1185480,2007,Nate Robinson, PG
1178348,2007,Eric Piatkowski, SG
1178348,2007,Darrel Armstrong, PG
1172400,2007,Victor Khryapa, PF
1143600,2007,Rajon Rondo, PG
1137960,2007,Jarrett Jack, G
1097880,2007,Marcus Williams, PG
1092600,2007,Francisco Garcia, SG
1080480,2007,Delonte West, SG
1080480,2007,Nenad Krstic, C
1071225,2007,Mikki Moore, C
1053960,2007,Josh Boone, C
1048800,2007,Luther Head, PG
1037280,2007,Carlos Delfino, SG
1037280,2007,Tony Allen, SG
1011720,2007,Kyle Lowry, PG
1006800,2007,Johan Petro, C
1002840,2007,Kevin Martin, SG
1000000,2007,Jannero Pargo, PG
1000000,2007,Bernard Robinson, SG
1000000,2007,Shavlik Randolph, PF
998967,2007,Calvin Booth, C
973920,2007,Sasha Vujacic, SG
973440,2007,Jason Maxiell, PF
971280,2007,Shannon Brown, PG
967920,2007,Beno Udrih, PG
960840,2007,David Harrison, C
945600,2007,Anderson Varejao, C
944520,2007,Arron Afflalo, G
939120,2007,Jordan Farmar, PG
932760,2007,Wayne Simien, PF
932015,2007,DeShawn Stevenson, SG
926040,2007,David Lee, PF
906480,2007,Maurice Ager, SF
899880,2007,Mardy Collins, PG
845360,2007,Linas Kleiza, SF
810000,2007,Pat Burke, C
802000,2007,Mickael Gelabale, SF
800000,2007,Mile Ilic, C
798112,2007,Smush Parker, PG
798112,2007,Dajuan Wagner, SG
774551,2007,Jamal Sampson, C
771331,2007,Ronald Dupree, SF
771331,2007,Linton Johnson, PF
771331,2007,Quinton Ross, SF
760000,2007,Sergio Rodriguez, PG
750000,2007,Randolph Morris, C
744551,2007,Sean Marks, PF
744551,2007,Andre Barrett, SG
744551,2007,Scott Padgett, PF
744551,2007,Pape Sow, PF
744551,2007,Darrick Martin, PG
744551,2007,Peter John Ramos, C
744551,2007,James Lang, C
744551,2007,Jacque Vaughn, PG
744551,2007,Royal Ivey, PG
744551,2007,Mike Wilks, PG
744551,2007,Ime Udoka, F
744551,2007,DerMarr Johnson, SF
744551,2007,Roger Mason Jr., SG
744551,2007,Maurice Taylor, PF
744551,2007,Bo Outlaw, PF
744551,2007,Kelvin Cato, C
744551,2007,Jumaine Jones, SF
744551,2007,Vin Baker, PF
744551,2007,Josh Powell, PF
744551,2007,Gary Payton, PG
744551,2007,Kareem Rush, SG
744551,2007,Matt Barnes, SF
744551,2007,Charlie Bell, SG
744551,2007,Maceo Baston, SF
744551,2007,Michael Olowokandi, C
744551,2007,Earl Barron, C
729000,2007,Salim Stoudamire, SG
700000,2007,John Lucas III, PG
675000,2007,James Singleton, F
675000,2007,Solomon Jones, PF
664209,2007,Donell Taylor, PG
664209,2007,C.J. Miles, SG
664209,2007,Dwayne Jones II, PF
664209,2007,Travis Diener, PG
664209,2007,Rawle Marshall, SF
664209,2007,Ronnie Price, PG
664209,2007,Ronny Turiaf, C
664209,2007,Amir Johnson, F
664209,2007,Andray Blatche, C
664209,2007,Bracey Wright, SG
664209,2007,Stephen Graham, SF
664209,2007,Ersan Ilyasova, PF
664209,2007,Orien Greene, PG
664209,2007,Lynn Greer, PG
664209,2007,Lou Williams, SG
664209,2007,Daniel Ewing, PG
664209,2007,Brandon Bass, PF
664209,2007,Lawrence Roberts, PF
664209,2007,Monta Ellis, SG
664209,2007,Chuck Hayes, PF
664209,2007,Noel Felix, F
664209,2007,Eddie Basden, SG
664209,2007,Martynas Andriuskevicius, C
664209,2007,Ryan Gomes, SF
644209,2007,Esteban Batista, PF
625000,2007,Paul Millsap, PF
617539,2007,Derek Anderson, SG
600000,2007,Steve Novak, SF
516806,2007,Devin Brown, SG
490528,2007,Slava Medvedenko, PF
432000,2007,Leon Powe, PF
427163,2007,Taurean Green, PG
427163,2007,Josh McRoberts, PF
412718,2007,Yakhouba Diawara, SG
412718,2007,Marquinhos Vieira, F
412718,2007,Ryan Hollins, C
412718,2007,Hassan Adams, SF
412718,2007,Uros Slokar, PF
412718,2007,Paul Davis, C
412718,2007,Craig Smith, PF
412718,2007,James Augustine, PF
412718,2007,Robert Hite, SG
412718,2007,Will Blalock, SG
412718,2007,Chris McCray, SG
412718,2007,David Noel, SF
412718,2007,Damir Markota, PF
412718,2007,Brian Chase, NA
412718,2007,Mike Gansey, NA
412718,2007,P.J. Tucker, PF
412718,2007,Alexander Johnson, SF
412718,2007,Tarence Kinsey, SG
412718,2007,Pops Mensah-Bonsu, PF
412718,2007,Bobby Jones, SF
412718,2007,Pat Carroll, NA
412718,2007,J.J. Barea, PG
412718,2007,Dee Brown, PG
412718,2007,Chris Quinn, PG
412718,2007,Daniel Gibson, SG
412718,2007,Allan Ray, G
412718,2007,Steven Smith, SF
407313,2007,Chris Webber, C
406340,2007,Andre Brown, PF
405435,2007,James White, SG
337238,2007,Eddie Jones, SG
302200,2007,Junior Harrington, PG
302200,2007,Jared Reiner, C
259770,2007,Kelenna Azubuike, SF
252486,2007,Justin Williams, PF
197087,2007,Jason Hart, PG
128935,2007,Alan Anderson, SG
121388,2007,Mike Hall, F
109493,2007,Luke Jackson, SF
101966,2007,Lou Amundson, PF
70075,2007,Alan Henderson, PF
55839,2007,Will Conroy, PG
37620,2007,Anthony Carter, PG
23443,2007,Von Wafer, SG
20000000,2006,Shaquille O'Neal, C
19125000,2006,Chris Webber, C
18000000,2006,Kevin Garnett, PF
16453125,2006,Allen Iverson, SG
16453125,2006,Stephon Marbury, PG
16440000,2006,Jason Kidd, PG
16440000,2006,Jermaine O'Neal, C
15946875,2006,Kobe Bryant, SF
15845157,2006,Tim Duncan, C
15750000,2006,Vin Baker, PF
15750000,2006,Anfernee Hardaway, SF
15694250,2006,Tracy McGrady, SG
15694250,2006,Jalen Rose, SG
15694250,2006,Keith Van Horn, PF
15694250,2006,Grant Hill, SF
14666250,2006,Eddie Jones, SG
13975000,2006,Tim Thomas, PF
13865000,2006,Antonio Davis, PF
13843156,2006,Paul Pierce, SF
13843156,2006,Dirk Nowitzki, F
13843156,2006,Antawn Jamison, PF
13843156,2006,Vince Carter, G
13700000,2006,Steve Francis, PG
13700000,2006,Baron Davis, PG
13700000,2006,Shawn Marion, SG
13223140,2006,Ray Allen, SG
13152000,2006,Elton Brand, PF
12000000,2006,Michael Redd, SG
12000000,2006,Joe Johnson, G
11666666,2006,Theo Ratliff, C
11500000,2006,Mike Bibby, PG
11448596,2006,Lamar Odom, PF
11260483,2006,Carlos Boozer, PF
10993000,2006,Pau Gasol, PF
10983000,2006,Andrei Kirilenko, SF
10886364,2006,Kenyon Martin, PF
10860000,2006,Rasheed Wallace, PF
10666667,2006,Zach Randolph, F
10623288,2006,Raef LaFrentz, C
10500000,2006,Wally Szczerbiak, SG
10344900,2006,Larry Hughes, SG
10243200,2006,Gilbert Arenas, PG
10200000,2006,Richard Jefferson, F
10075000,2006,Jamal Mashburn, SF
9625000,2006,Steve Nash, PG
9571429,2006,Rashard Lewis, PF
9400000,2006,Marcus Camby, C
9100000,2006,Maurice Taylor, PF
8888888,2006,Jason Richardson, SG
8750000,2006,Brad Miller, C
8743238,2006,Zydrunas Ilgauskas, C
8640000,2006,Kelvin Cato, C
8477178,2006,Samuel Dalembert, C
8400000,2006,Tony Parker, G
8367187,2006,Jerry Stackhouse, SF
8333334,2006,Jamaal Magloire, C
8299670,2006,Tyson Chandler, C
8250000,2006,Mehmet Okur, C
8183769,2006,Kenny Thomas, PF
8125000,2006,Richard Hamilton, SG
8100000,2006,Andre Miller, PG
8000000,2006,Bobby Simmons, SF
8000000,2006,Bonzi Wells, SG
8000000,2006,P.J. Brown, PF
7900000,2006,Austin Croshere, PF
7700000,2006,Lorenzen Wright, PF
7662500,2006,Erick Dampier, C
7562500,2006,Jason Williams, PG
7525000,2006,Peja Stojakovic, SF
7500000,2006,Kwame Brown, C
7500000,2006,Doug Christie, SG
7500000,2006,Ben Wallace, PF
7428937,2006,Manu Ginobili, G
7394663,2006,Eddy Curry, NA
7365079,2006,Troy Murphy, PF
7312500,2006,Adonal Foyle, C
7250000,2006,Darius Miles, SF
7241379,2006,Cuttino Mobley, SG
7233333,2006,Desmond Mason, SF
7175000,2006,Jonathan Bender, SF
7085919,2006,Kurt Thomas, PF
7000000,2006,Corey Maggette, SF
6979147,2006,Malik Rose, PF
6975500,2006,Al Harrington, PF
6945500,2006,Quentin Richardson, SF
6906000,2006,Howard Eisley, PG
6884000,2006,Antoine Walker, PF
6871431,2006,Mike Miller, SG
6842105,2006,Metta World Peace, SF
6720000,2006,Rasho Nesterovic, C
6666667,2006,Jason Terry, G
6480000,2006,Jamal Crawford, SG
6353200,2006,Joe Smith, PF
6353200,2006,Ruben Patterson, PF
6300000,2006,Alvin Williams, PG
6274935,2006,Scot Pollard, C
6207670,2006,Danny Fortson, C
6187500,2006,Sam Cassell, PG
6000000,2006,Corliss Williamson, PF
5909800,2006,Ricky Davis, SG
5909800,2006,Chauncey Billups, PG
5900400,2006,Juwan Howard, PF
5900400,2006,James Posey, SF
5900400,2006,Michael Olowokandi, C
5610000,2006,Stephen Jackson, SF
5594906,2006,Yao Ming, C
5515875,2006,Mark Blount, C
5500000,2006,Nazr Mohammed, C
5500000,2006,Jason Collins, C
5484375,2006,Eric Snow, PG
5400000,2006,Jamaal Tinsley, PG
5393300,2006,Derek Fisher, PG
5393300,2006,Antonio McDyess, PF
5393300,2006,Marquis Daniels, SG
5393300,2006,Hedo Turkoglu, SF
5393300,2006,Etan Thomas, C
5280528,2006,Marko Jaric, PG
5253000,2006,Troy Hudson, PG
5200000,2006,Tony Battie, C
5075000,2006,David Wesley, SG
5020000,2006,Matt Harpring, SF
5000600,2006,Devean George, SF
5000000,2006,Shareef Abdur-Rahim, PF
5000000,2006,Earl Watson, PG
5000000,2006,Gerald Wallace, SF
5000000,2006,Stromile Swift, PF
5000000,2006,Antonio Daniels, PG
5000000,2006,Udonis Haslem, PF
5000000,2006,Jeff Foster, PF
5000000,2006,Jerome James, C
4950000,2006,Brian Skinner, PF
4950000,2006,Brian Cardinal, PF
4903000,2006,Shane Battier, SF
4799108,2006,Donyell Marshall, PF
4750000,2006,Dan Gadzuric, C
4691390,2006,Brent Barry, SG
4621800,2006,LeBron James, SF
4600000,2006,Brevin Knight, PG
4550000,2006,Morris Peterson, SG
4550000,2006,Marc Jackson, PF
4506261,2006,Mike Dunleavy, SG
4501200,2006,Andrea Bargnani, C
4500000,2006,Chucky Atkins, PG
4493160,2006,Dwight Howard, C
4400000,2006,Greg Ostertag, C
4350000,2006,Trenton Hassell, SF
4340520,2006,Andrew Bogut, C
4250000,2006,Raja Bell, SG
4250000,2006,Damon Stoudamire, PG
4200000,2006,Moochie Norris, PG
4190476,2006,Eduardo Najera, PF
4135200,2006,Darko Milicic, C
4065811,2006,Drew Gooden, PF
4020120,2006,Emeka Okafor, C
4000000,2006,Brendan Haywood, C
4000000,2006,Gordan Giricek, SG
4000000,2006,Sarunas Jasikevicius, PG
4000000,2006,Zaza Pachulia, C
4000000,2006,Carlos Arroyo, PG
3938000,2006,Eric Williams, PF
3883000,2006,Marvin Williams, F
3850000,2006,Rafer Alston, PG
3792817,2006,Chris Mihm, C
3713640,2006,Carmelo Anthony, PF
3636364,2006,Kyle Korver, SG
3610200,2006,Ben Gordon, SG
3600000,2006,Speedy Claxton, PG
3596924,2006,Damon Jones, PG
3520000,2006,Voshon Lenard, SG
3520000,2006,Bob Sura, PG
3500000,2006,Dale Davis, PF
3500000,2006,Tyronn Lue, PG
3487440,2006,Deron Williams, PG
3410000,2006,Mike James, PG
3400000,2006,Jeff McInnis, PG
3375000,2006,Bruce Bowen, SF
3375000,2006,Aaron Williams, C
3375000,2006,Bobby Jackson, PG
3348000,2006,Chris Bosh, PF
3325416,2006,Vitaly Potapenko, C
3254880,2006,Shaun Livingston, G
3231250,2006,Pat Garrity, PF
3200000,2006,Othella Harrington, PF
3166154,2006,Vladimir Radmanovic, SF
3144240,2006,Chris Paul, PG
3100000,2006,Keyon Dooling, PG
3039889,2006,Nene Hilario, C
3031920,2006,Dwyane Wade, G
3000000,2006,Robert Horry, PF
3000000,2006,Eric Piatkowski, SG
3000000,2006,Kareem Rush, SG
3000000,2006,Zeljko Rebraca, C
3000000,2006,Slava Medvedenko, PF
2950200,2006,Kevin Ollie, PG
2950200,2006,Ira Newble, SF
2947440,2006,Devin Harris, G
2925000,2006,Tony Delk, PG
2900000,2006,Jake Tsakalidis, C
2847360,2006,Raymond Felton, G
2844828,2006,Steven Hunter, C
2812239,2006,Chris Wilcox, PF
2800000,2006,Chris Duhon, PG
2775000,2006,Andres Nocioni, SF
2753760,2006,Chris Kaman, C
2750000,2006,Primoz Brezec, C
2750000,2006,Earl Boykins, PG
2750000,2006,DeShawn Stevenson, SG
2677200,2006,Josh Childress, F
2675000,2006,Michael Finley, SG
2640000,2006,Michael Doleac, C
2640000,2006,Jim Jackson, SF
2589023,2006,Amar'e Stoudemire, C
2586207,2006,Brian Scalabrine, PF
2586120,2006,Martell Webster, SF
2513880,2006,Kirk Hinrich, SG
2500000,2006,Bostjan Nachbar, SF
2500000,2006,Clifford Robinson, PF
2500000,2006,Eddie Griffin, PF
2500000,2006,Damien Wilkins, SG
2500000,2006,Aaron McKie, SG
2500000,2006,Arvydas Macijauskas, SG
2500000,2006,Juan Dixon, SG
2461617,2006,Caron Butler, SF
2443920,2006,Luol Deng, F
2433824,2006,Jared Jeffries, PF
2420000,2006,Anthony Johnson, PG
2401027,2006,Melvin Ely, C
2400000,2006,James Jones, SG
2360880,2006,Charlie Villanueva, PF
2333334,2006,Jose Calderon, G
2328843,2006,Fred Jones, SG
2325000,2006,Fabricio Oberto, C
2303040,2006,T.J. Ford, PG
2255350,2006,Dan Dickau, PG
2238960,2006,Rafael Araujo, C
2200000,2006,Darius Songaila, PF
2177114,2006,Jiri Welsch, GF
2162880,2006,Channing Frye, F
2116920,2006,Michael Sweetney, PF
2058000,2006,Andre Iguodala, SG
2015625,2006,Jake Voskuhl, C
2011080,2006,Jarvis Hayes, SF
2000000,2006,Matt Bonner, C
2000000,2006,Mark Madsen, PF
2000000,2006,Toni Kukoc, SF
2000000,2006,Dikembe Mutombo, C
2000000,2006,DeSagana Diop, C
1988160,2006,Ike Diogu, PF
1955160,2006,Luke Jackson, SF
1910520,2006,Mickael Pietrus, SF
1888680,2006,Andrew Bynum, C
1875000,2006,Jumaine Jones, SF
1857360,2006,Andris Biedrins, C
1815000,2006,Nick Collison, F
1800000,2006,Jon Barry, SG
1764480,2006,Robert Swift, C
1763115,2006,Tayshaun Prince, SF
1760000,2006,Reggie Evans, C
1760000,2006,Calbert Cheaney, SG
1760000,2006,Mo Williams, PG
1760000,2006,Lindsey Hunter, SG
1724280,2006,Marcus Banks, PG
1700000,2006,Jarron Collins, C
1699001,2006,John Salmons, SF
1676280,2006,Sebastian Telfair, PG
1670000,2006,Derek Anderson, SG
1670000,2006,Michael Ruffin, PF
1670000,2006,Brian Grant, PF
1670000,2006,Malik Allen, PF
1670000,2006,Yaroslav Korolev, SF
1670000,2006,Greg Buckner, SG
1638000,2006,Luke Ridnour, PG
1619280,2006,Sean May, C
1600000,2006,Scott Padgett, PF
1592400,2006,Kris Humphries, PF
1592400,2006,Devin Brown, SG
1560000,2006,Joel Przybilla, C
1560000,2006,Josh Smith, PF
1556160,2006,Reece Gaines, PG
1540000,2006,Jason Hart, PG
1538400,2006,Rashad McCants, SG
1512840,2006,Al Jefferson, C
1500000,2006,Maurice Evans, SG
1461360,2006,Antoine Wright, SF
1437240,2006,Kirk Snyder, SG
1404360,2006,Zarko Cabarkapa, SF
1400000,2006,Milt Palacio, PG
1388400,2006,Joey Graham, SF
1334160,2006,David West, F
1318920,2006,Danny Granger, SF
1300000,2006,Rasual Butler, SF
1297080,2006,JR Smith, SG
1274160,2006,Sasha Pavlovic, SG
1253040,2006,Gerald Green, SG
1238640,2006,Dorell Wright, SF
1223160,2006,Dahntay Jones, SG
1196520,2006,Hakim Warrick, PF
1189200,2006,Jameer Nelson, G
1174200,2006,Boris Diaw, C
1148760,2006,Julius Hodge, SG
1141560,2006,Pavel Podkolzin, C
1138500,2006,Bryon Russell, SF
1138500,2006,Bo Outlaw, PF
1138500,2006,Alonzo Mourning, C
1138500,2006,Stacey Augmon, SF
1127280,2006,Zoran Planinic, PG
1125000,2006,Keith McLeod, PG
1125000,2006,Luke Walton, SF
1102680,2006,Nate Robinson, PG
1100000,2006,Jason Kapono, SG
1100000,2006,Matt Carroll, SG
1095960,2006,Victor Khryapa, PF
1082160,2006,Travis Outlaw, SF
1081575,2006,Darrick Martin, PG
1058640,2006,Jarrett Jack, G
1038960,2006,Brian Cook, PF
1035000,2006,Walter McCarty, PF
1029873,2006,Jacque Vaughn, PG
1029873,2006,Mikki Moore, C
1016400,2006,Sergei Monia, SF
1016400,2006,Francisco Garcia, SG
1010040,2006,Delonte West, SG
1010040,2006,Nenad Krstic, C
1000000,2006,John Edwards, C
1000000,2006,Steve Blake, PG
975600,2006,Luther Head, PG
969600,2006,Carlos Delfino, SG
969600,2006,Tony Allen, SG
965185,2006,Anthony Carter, PG
937440,2006,Kevin Martin, SG
936600,2006,Johan Petro, C
936480,2006,Kendrick Perkins, C
930600,2006,Leandro Barbosa, G
923880,2006,Josh Howard, SF
910440,2006,Sasha Vujacic, SG
905640,2006,Jason Maxiell, PF
904800,2006,Beno Udrih, PG
900498,2006,Ryan Bowen, SF
900498,2006,Calvin Booth, C
898200,2006,David Harrison, C
895248,2006,Jannero Pargo, PG
895248,2006,Ronald Murray, SG
880000,2006,Didier Ilunga-Mbenga, C
879360,2006,Linas Kleiza, SF
869373,2006,Keith Bogans, SG
867720,2006,Wayne Simien, PF
866800,2006,Anderson Varejao, C
861360,2006,David Lee, PF
858534,2006,Maciej Lampe, PF
844537,2006,Adrian Griffin, SG
835810,2006,Lee Nailon, SF
835810,2006,Zendon Hamilton, C
835810,2006,Mateen Cleaves, PG
835810,2006,Eddie Gill, PG
835810,2006,Eddie House, SG
835810,2006,Laron Profit, SG
780000,2006,Loren Woods, C
771123,2006,Mike Wilks, PG
771123,2006,Michael Bradley, PF
750000,2006,Pat Burke, C
745248,2006,Lonny Baxter, PF
745248,2006,Terence Morris, F
745248,2006,Qyntel Woods, SF
745248,2006,Richie Frahm, SG
745248,2006,Smush Parker, PG
745248,2006,Nikoloz Tskitishvili, SF
719373,2006,Sean Marks, PF
719373,2006,Ronald Dupree, SF
719373,2006,Nick Van Exel, PG
719373,2006,DerMarr Johnson, SF
719373,2006,Alan Henderson, PF
719373,2006,Francisco Elson, C
719373,2006,Rick Brunson, PG
719373,2006,Linton Johnson, PF
719373,2006,Quinton Ross, SF
719373,2006,Lamond Murray, SF
719373,2006,Ervin Johnson, C
719373,2006,Gary Payton, PG
719373,2006,Shandon Anderson, SF
719373,2006,Charles Smith, SG
719373,2006,Jamal Sampson, C
719373,2006,Darrel Armstrong, PG
696508,2006,Jermaine Jackson, PG
675000,2006,Salim Stoudamire, SG
660000,2006,Peter John Ramos, C
644209,2006,Esteban Batista, PF
641748,2006,Antonio Burks, PG
641748,2006,Pape Sow, PF
641748,2006,Royal Ivey, PG
641748,2006,Trevor Ariza, SF
641748,2006,Ha Seung-Jin, C
641748,2006,Mario Kasun, C
641748,2006,Awvee Storey, SF
641748,2006,Josh Powell, PF
641748,2006,Jackie Butler, C
641748,2006,Justin Reed, SF
641748,2006,Charlie Bell, SG
641748,2006,Jackson Vroman, PF
641748,2006,Earl Barron, C
641748,2006,Donta Smith, SG
641747,2006,Bernard Robinson, SG
627251,2006,Matt Barnes, SF
625000,2006,James Singleton, F
450000,2006,Lou Williams, SG
450000,2006,Daniel Ewing, PG
448762,2006,Monta Ellis, SG
428762,2006,Ryan Gomes, SF
423762,2006,Chris Taft, PF
398762,2006,Kevin Burleson, PG
398762,2006,Dwayne Jones II, PF
398762,2006,Robert Whaley, C
398762,2006,Travis Diener, PG
398762,2006,Rawle Marshall, SF
398762,2006,Ronnie Price, PG
398762,2006,Amir Johnson, F
398762,2006,Von Wafer, SG
398762,2006,Andray Blatche, C
398762,2006,Devin Green, SG
398762,2006,Bracey Wright, SG
398762,2006,Ersan Ilyasova, PF
398762,2006,Orien Greene, PG
398762,2006,Alan Anderson, SG
398762,2006,Boniface N'Dong, C
