Player ID,First Name,Last Name,Team,Jersey,Position Category,Position,Height,Weight,Birth Date,Birth City,Birth State,Birth Country,College,Salary,Photo Url,Experience
20000743,George,Hill,MIL,3.0,G,PG,75,188,1986-05-04T00:00:00,Indianapolis,Indiana,,IUPUI,9133907.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000743.png,10
20000745,Brandon,Knight,DET,20.0,G,PG,74,182,1991-12-02T00:00:00,Miami,Florida,,Kentucky,15643750.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000745.png,6
20000748,Michael,Kidd-Gilchrist,DAL,9.0,F,SF,78,230,1993-09-26T00:00:00,Philadelphia,Pennsylvania,,Kentucky,595122.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000748.png,6
20000749,Marvin,Williams,MIL,20.0,F,PF,80,237,1986-06-19T00:00:00,Bremerton,Washington,,North Carolina,604278.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000749.png,13
20000752,Kemba,Walker,BOS,8.0,G,PG,72,184,1990-05-08T00:00:00,Bronx,New York,,Connecticut,32742000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000752.png,7
20000754,Cody,Zeller,CHA,40.0,C,C,84,240,1992-10-05T00:00:00,Washington,Indiana,,Indiana,14471910.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000754.png,5
20000758,Bismack,Biyombo,CHA,8.0,C,C,80,255,1992-08-28T00:00:00,Lubumbashi,Congo,,,17000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000758.png,7
20000762,Noah,Vonleh,DEN,32.0,F,PF,82,257,1995-08-24T00:00:00,Haverhill,Massachusetts,,Indiana,2000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000762.png,4
20000775,Shabazz,Napier,WAS,5.0,G,PG,72,175,1991-07-14T00:00:00,Roxbury,Massachusetts,,Connecticut,1845301.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000775.png,4
20000776,James,Ennis,ORL,11.0,F,SF,78,215,1990-07-01T00:00:00,Ventura,California,,Long Beach State,1882867.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000776.png,4
20000780,Udonis,Haslem,MIA,40.0,F,PF,80,235,1980-06-09T00:00:00,Miami,Florida,,Florida,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000780.png,15
20000784,Carmelo,Anthony,POR,0.0,F,PF,80,238,1984-05-29T00:00:00,Brooklyn,New York,,Syracuse,1364204.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000784.png,15
20000788,Tim,Hardaway Jr.,DAL,11.0,F,SF,77,205,1992-03-16T00:00:00,Miami,Florida,,Michigan,20025127.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000788.png,5
20000795,Andrew,Wiggins,GS,22.0,F,SF,79,197,1995-02-23T00:00:00,Toronto,Ontario,,Kansas,27504630.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000795.png,4
20000797,Ricky,Rubio,PHO,11.0,G,PG,75,190,1990-10-21T00:00:00,El Masnou,Spain,,,16200000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000797.png,7
20000800,Gorgui,Dieng,MEM,14.0,C,C,82,252,1990-01-18T00:00:00,Kebemer,Senegal,,Louisville,16229213.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000800.png,5
20000804,Zach,LaVine,CHI,8.0,G,PG,78,200,1995-03-10T00:00:00,Renton,Washington,,UCLA,19500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000804.png,4
20000806,Glenn,Robinson III,PHI,40.0,G,SG,78,222,1994-01-08T00:00:00,Gary,Indiana,,Michigan,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000806.png,4
20000810,Andre,Drummond,CLE,3.0,C,C,82,279,1993-08-10T00:00:00,Mount Vernon,New York,,Connecticut,27093019.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000810.png,6
20000811,Kentavious,Caldwell-Pope,LAL,1.0,G,SG,77,204,1993-02-18T00:00:00,Thomaston,Georgia,,Georgia,8089282.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000811.png,5
20000813,D.J.,Augustin,ORL,14.0,G,PG,71,183,1987-11-10T00:00:00,New Orleans,Louisiana,,Texas,7250000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000813.png,10
20000816,Spencer,Dinwiddie,BKN,26.0,G,PG,77,215,1993-04-06T00:00:00,Los Angeles,California,,Colorado,10605600.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000816.png,4
20000822,Danilo,Gallinari,OKC,8.0,F,SF,82,233,1988-08-08T00:00:00,Sant'Angelo Lodigiano,Italy,,,22615559.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000822.png,9
20000824,Wilson,Chandler,BKN,21.0,F,SF,80,235,1987-05-10T00:00:00,Benton Harbor,Michigan,,DePaul,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000824.png,10
20000827,Jusuf,Nurkic,POR,27.0,C,C,84,290,1994-08-23T00:00:00,Tuzla,Bosnia,,,13125000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000827.png,4
20000828,JaVale,McGee,LAL,7.0,C,C,84,270,1988-01-19T00:00:00,Flint,Michigan,,Nevada,4000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000828.png,10
20000832,Gary,Harris,DEN,14.0,G,SG,76,210,1994-09-14T00:00:00,Fishers,Indiana,,Michigan State,17839286.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000832.png,4
20000833,Gordon,Hayward,BOS,20.0,F,SF,79,225,1990-03-23T00:00:00,Brownsburg,Indiana,,Butler,32700690.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000833.png,8
20000834,Derrick,Favors,NO,22.0,F,PF,81,265,1991-07-15T00:00:00,Atlanta,Georgia,,Georgia Tech,17650000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000834.png,8
20000835,Enes,Kanter,BOS,11.0,C,C,82,250,1992-05-20T00:00:00,Zurich,Switzerland,,Kentucky,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000835.png,7
20000836,Trey,Burke,DAL,32.0,G,PG,72,185,1992-11-12T00:00:00,Columbus,Ohio,,Michigan,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000836.png,5
20000837,Alec,Burks,PHI,20.0,G,SG,78,214,1991-07-20T00:00:00,Grandview,Missouri,,Colorado,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000837.png,7
20000839,Rodney,Hood,POR,5.0,G,SG,80,208,1992-10-20T00:00:00,Meridian,Mississippi,,Duke,5718000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000839.png,4
20000840,Rudy,Gobert,UTA,27.0,C,C,85,258,1992-06-26T00:00:00,Saint-Quentin,France,,,23241573.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000840.png,5
20000841,Dante,Exum,CLE,1.0,G,PG,77,214,1995-07-13T00:00:00,Melbourne,Australia,,,9600000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000841.png,3
20000842,Joe,Ingles,UTA,2.0,F,SF,79,220,1987-10-02T00:00:00,Happy Valley,South Australia,,,11954546.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000842.png,4
20000847,Marcus,Morris,LAC,31.0,F,PF,80,218,1989-09-02T00:00:00,Philadelphia,Pennsylvania,,Kansas,15000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000847.png,7
20000848,Markieff,Morris,LAL,88.0,F,PF,80,245,1989-09-02T00:00:00,Philadelphia,Pennsylvania,,Kansas,1750000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000848.png,7
20000849,Goran,Dragic,MIA,7.0,G,PG,75,190,1986-05-06T00:00:00,Ljubljana,Yugoslavia,,,19217900.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000849.png,10
20000850,Eric,Bledsoe,MIL,6.0,G,PG,73,214,1989-12-09T00:00:00,Birmingham,Alabama,,Kentucky,15625000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000850.png,8
20000852,Alex,Len,SAC,25.0,C,C,84,250,1993-06-16T00:00:00,Antratsit,Ukraine,,Maryland,4160000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000852.png,5
20000854,Anthony,Tolliver,MEM,44.0,F,PF,80,240,1985-06-01T00:00:00,Springfield,Missouri,,Creighton,183115.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000854.png,10
20000856,P.J.,Tucker,HOU,17.0,F,SF,77,245,1985-05-05T00:00:00,Raleigh,North Carolina,,Texas,8349039.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000856.png,7
20000858,T.J.,Warren,IND,1.0,F,SF,80,220,1993-09-05T00:00:00,Durham,North Carolina,,North Carolina State,10810000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000858.png,4
20000860,Rudy,Gay,SA,22.0,F,SF,80,250,1986-08-17T00:00:00,Baltimore,Maryland,,Connecticut,14500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000860.png,12
20000864,Ben,McLemore,HOU,16.0,G,SG,75,195,1993-02-11T00:00:00,St. Louis,Missouri,,Kansas,2028594.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000864.png,5
20000874,Serge,Ibaka,TOR,9.0,F,PF,84,235,1989-09-18T00:00:00,Brazzaville,Congo,,,23271604.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000874.png,9
20000875,Steven,Adams,OKC,12.0,C,C,83,265,1993-07-20T00:00:00,Rotorua,New Zealand,,Pittsburgh,25842697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000875.png,5
20000876,Andre,Roberson,OKC,21.0,G,SG,79,210,1991-12-04T00:00:00,Las Cruces,New Mexico,,Colorado,10740740.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000876.png,5
20000877,Russell,Westbrook,HOU,0.0,G,PG,75,200,1988-11-12T00:00:00,Long Beach,California,,UCLA,38506482.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000877.png,10
20000878,Lance,Thomas,BKN,42.0,F,SF,80,235,1988-04-24T00:00:00,Brooklyn,New York,,Duke,7119650.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000878.png,7
20000881,Reggie,Jackson,LAC,1.0,G,PG,75,208,1990-04-16T00:00:00,Pordenone,Italy,,Boston College,512721.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000881.png,7
20000882,Jeremy,Lamb,IND,26.0,G,SG,77,180,1992-05-30T00:00:00,Henrico,Virginia,,Connecticut,10500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000882.png,6
20000884,Kevin,Durant,BKN,7.0,F,SF,82,240,1988-09-29T00:00:00,Washington,District of Columbia,,Texas,38199000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000884.png,11
20000887,Will,Barton,DEN,5.0,G,SG,77,181,1991-01-06T00:00:00,Baltimore,Maryland,,Memphis,12776786.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000887.png,6
20000890,Dion,Waiters,LAL,18.0,G,SG,75,210,1991-12-10T00:00:00,Philadelphia,Pennsylvania,,Syracuse,375385.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000890.png,6
20000896,Reggie,Bullock,NY,25.0,F,SF,78,205,1991-03-16T00:00:00,Kinston,North Carolina,,North Carolina,4000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000896.png,5
20000901,Ish,Smith,WAS,14.0,G,PG,72,175,1988-07-05T00:00:00,Charlotte,North Carolina,,Wake Forest,6000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000901.png,8
20000903,Robert,Covington,HOU,33.0,F,SF,79,209,1990-12-14T00:00:00,Bellwood,Illinois,,Tennessee State,11301219.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000903.png,5
20000904,Hassan,Whiteside,POR,21.0,C,C,84,265,1989-06-13T00:00:00,Gastonia,North Carolina,,Marshall,27093017.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000904.png,6
20000912,Langston,Galloway,DET,9.0,G,SG,73,200,1991-12-09T00:00:00,Baton Rouge,Louisiana,,Saint Joseph&#x27;s,7333333.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000912.png,4
20000916,Tyler,Johnson,BKN,8.0,G,SG,76,190,1992-05-07T00:00:00,Grand Forks,North Dakota,,Fresno State,183115.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000916.png,4
20000933,Seth,Curry,DAL,30.0,G,SG,74,185,1990-08-23T00:00:00,Charlotte,North Carolina,,Duke,7461380.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000933.png,4
20001389,Richaun,Holmes,SAC,22.0,F,PF,82,235,1993-10-15T00:00:00,Lockport,Illinois,,Bowling Green,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001389.png,3
20001391,Jahlil,Okafor,NO,9.0,C,C,82,270,1995-12-15T00:00:00,Chicago,Illinois,,Duke,1702486.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001391.png,3
20001393,Kelly,Oubre Jr.,PHO,3.0,F,SF,79,203,1995-12-09T00:00:00,New Orleans,Louisiana,,Kansas,15625000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001393.png,3
20001396,Frank,Kaminsky,PHO,8.0,F,PF,84,240,1993-04-04T00:00:00,Lisle,Illinois,,Wisconsin,4767000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001396.png,3
20001400,Josh,Richardson,PHI,0.0,F,SF,77,200,1993-09-15T00:00:00,Edmond,Oklahoma,,Tennessee,10116576.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001400.png,3
20001401,Justise,Winslow,MEM,7.0,F,SF,78,222,1996-03-26T00:00:00,Houston,Texas,,Duke,13000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001401.png,3
20001403,Mario,Hezonja,POR,44.0,G,SG,80,220,1995-02-25T00:00:00,Dubrovnik,Croatia,,,1737145.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001403.png,3
20001404,Jerian,Grant,WAS,22.0,G,PG,76,204,1992-10-09T00:00:00,Silver Spring,Maryland,,Notre Dame,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001404.png,3
20001405,Guillermo,Hernangomez,CHA,9.0,C,C,83,250,1994-05-27T00:00:00,Madrid,Spain,,,1676735.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001405.png,2
20001406,Kristaps,Porzingis,DAL,6.0,F,PF,87,240,1995-08-02T00:00:00,Liepaja,Latvia,,,27285000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001406.png,3
20001408,Rondae,Hollis-Jefferson,TOR,4.0,F,SF,78,217,1995-01-03T00:00:00,Chester,Pennsylvania,,Arizona,2500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001408.png,3
20001413,Terry,Rozier,CHA,3.0,G,PG,73,190,1994-03-17T00:00:00,Youngstown,Ohio,,Louisville,19894737.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001413.png,3
20001416,Norman,Powell,TOR,24.0,F,SF,75,215,1993-05-25T00:00:00,San Diego,California,,UCLA,10116576.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001416.png,3
20001418,Delon,Wright,DAL,55.0,G,PG,77,185,1992-04-26T00:00:00,Los Angeles,California,,Utah,9473684.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001418.png,3
20001419,Cristiano,Da Silva Felicio,CHI,6.0,C,C,82,270,1992-07-07T00:00:00,Pouso Alegre,Brazil,,,8156500.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001419.png,3
20001420,Bobby,Portis,NY,1.0,F,PF,82,250,1995-02-10T00:00:00,Little Rock,Arkansas,,Arkansas,15000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001420.png,3
20001421,Cedi,Osman,CLE,16.0,F,SF,79,230,1995-04-08T00:00:00,Ohrid,Macedonia,,,2907143.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001421.png,1
20001424,Myles,Turner,IND,33.0,C,C,83,250,1996-03-24T00:00:00,Bedford,Texas,,Texas,18000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001424.png,3
20001427,Stanley,Johnson,TOR,5.0,F,SF,78,242,1996-05-29T00:00:00,Fullerton,California,,Arizona,3623000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001427.png,3
20001429,Nemanja,Bjelica,SAC,88.0,F,PF,82,234,1988-05-09T00:00:00,Belgrade,Yugoslavia,,,6825000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001429.png,3
20001430,Tyus,Jones,MEM,21.0,G,PG,72,196,1996-05-10T00:00:00,Burnsville,Minnesota,,Duke,9258000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001430.png,3
20001431,Karl-Anthony,Towns,MIN,32.0,C,C,83,248,1995-11-15T00:00:00,Piscataway,New Jersey,,Kentucky,27285000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001431.png,3
20001433,Trey,Lyles,SA,41.0,F,PF,81,234,1995-11-05T00:00:00,Saskatoon,Saskatchewan,,Kentucky,5500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001433.png,3
20001434,Raul,Neto,PHI,19.0,G,PG,73,180,1992-05-19T00:00:00,Belo Horizonte,Brazil,,,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001434.png,3
20001437,Cameron,Payne,PHO,15.0,G,PG,75,190,1994-08-08T00:00:00,Bartlett,Tennessee,,Murray State,1737145.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001437.png,3
20001438,Pat,Connaughton,MIL,24.0,G,SG,77,209,1993-01-06T00:00:00,Arlington,Massachusetts,,Notre Dame,1723050.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001438.png,3
20001441,Nikola,Jokic,DEN,15.0,C,C,84,284,1995-02-19T00:00:00,Sombor,Serbia and Montenegro,,,27504630.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001441.png,3
20001442,Emmanuel,Mudiay,UTA,15.0,G,PG,75,200,1996-03-05T00:00:00,Kinshasa,DR Congo,,,1620564.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001442.png,3
20001447,Montrezl,Harrell,LAC,5.0,F,PF,79,240,1994-01-26T00:00:00,Tarboro,North Carolina,,Louisville,6000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001447.png,3
20001449,Boban,Marjanovic,DAL,51.0,C,C,88,290,1988-08-15T00:00:00,Zajecar,Yugoslavia,,,3500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001449.png,3
20001452,Justin,Anderson,BKN,10.0,G,SG,77,231,1993-11-19T00:00:00,Montross,Virginia,,Virginia,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001452.png,3
20001455,Kevon,Looney,GS,5.0,F,SF,81,222,1996-02-06T00:00:00,Milwaukee,Wisconsin,,UCLA,4464226.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001455.png,3
20001457,Larry,Nance Jr.,CLE,22.0,F,PF,79,245,1993-01-01T00:00:00,Akron,Ohio,,Wyoming,12727273.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001457.png,3
20001458,D'Angelo,Russell,MIN,0.0,G,PG,76,193,1996-02-23T00:00:00,Louisville,Kentucky,,Ohio State,27285000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001458.png,3
20001460,Devin,Booker,PHO,1.0,G,SG,77,206,1996-10-30T00:00:00,Grand Rapids,Michigan,,Kentucky,27285000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001460.png,3
20001461,Willie,Cauley-Stein,DAL,33.0,C,C,84,240,1993-08-18T00:00:00,Olathe,Kansas,,Kentucky,2177483.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001461.png,3
20001470,Treveon,Graham,ATL,2.0,F,SF,77,219,1993-10-28T00:00:00,Washington,District of Columbia,,Virginia Commonwealth,1645357.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001470.png,2
20001479,Michael,Frazier II,HOU,21.0,G,SG,75,200,,Gainesville,Florida,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001479.png,0
20001503,Brad,Wanamaker,BOS,9.0,G,PG,75,210,1989-07-25T00:00:00,Philadelphia,Pennsylvania,,Pittsburgh,1445697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001503.png,1
20001521,Thanasis,Antetokounmpo,MIL,43.0,F,SF,78,219,1992-07-18T00:00:00,Athens,Greece,,,1445697.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001521.png,1
20001525,T.J.,McConnell,IND,9.0,G,PG,73,190,1992-03-25T00:00:00,Pittsburgh,Pennsylvania,,Arizona,3500000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001525.png,3
20001526,Jordan,McRae,DET,52.0,G,SG,77,179,1991-03-28T00:00:00,Hinesville,Georgia,,Tennessee,1645357.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001526.png,2
20001527,Christian,Wood,DET,35.0,F,PF,82,214,1995-09-27T00:00:00,Long Beach,California,,UNLV,1645357.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001527.png,2
20001530,Malcolm,Miller,TOR,13.0,F,SF,79,210,1993-03-06T00:00:00,Laytonsville,Maryland,,Holy Cross,1588231.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001530.png,1
20001567,Deonte,Burton,OKC,30.0,G,PG,76,240,1994-01-31T00:00:00,Los Angeles,California,,Iowa State,1416852.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001567.png,0
20001573,Quinn,Cook,LAL,28.0,G,PG,73,180,1993-03-23T00:00:00,Washington,District of Columbia,,Duke,3000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001573.png,2
20001597,Dario,Saric,PHO,20.0,F,PF,82,225,1994-04-08T00:00:00,Sibenik,Croatia,,,3481986.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001597.png,2
20001623,Rodney,McGruder,LAC,19.0,G,SG,76,205,1991-07-29T00:00:00,Landover,Maryland,,Kansas State,4807693.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001623.png,2
20001630,Khem,Birch,ORL,24.0,C,C,81,233,1992-09-28T00:00:00,,,,UNLV,3000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001630.png,1
20001661,Ben,Simmons,PHI,25.0,G,PG,82,240,1996-07-20T00:00:00,Melbourne,Australia,,LSU,8113930.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001661.png,1
20001666,Jamal,Murray,DEN,27.0,G,PG,76,215,1997-02-23T00:00:00,Kitchener,Ontario,,Kentucky,4444746.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001666.png,2
20001667,Thon,Maker,DET,7.0,C,C,84,221,1997-02-25T00:00:00,Sydney,Australia,,,3569643.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001667.png,2
20001668,Davis,Bertans,WAS,42.0,F,SF,82,225,1992-11-12T00:00:00,Valmiera,Latvia,,,7000000.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001668.png,2
20001670,Kris,Dunn,CHI,32.0,G,PG,75,205,1994-03-18T00:00:00,New London,Connecticut,,Providence,5348007.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001670.png,2
20001671,Brandon,Ingram,NO,14.0,F,SF,79,190,1997-09-02T00:00:00,Kinston,North Carolina,,Duke,7265485.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001671.png,2
20001672,Jaylen,Brown,BOS,7.0,G,SG,78,223,1996-10-24T00:00:00,Marietta,Georgia,,California,6534829.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001672.png,2
20001673,Buddy,Hield,SAC,24.0,G,SG,76,220,1992-12-17T00:00:00,Freeport,Bahamas,,Oklahoma,4861208.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001673.png,2
20001674,Marquese,Chriss,GS,32.0,F,PF,81,240,1997-07-02T00:00:00,Sacramento,California,,Washington,654469.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001674.png,2
20001675,Skal,Labissiere,ATL,7.0,F,PF,82,235,1996-03-18T00:00:00,,,,Kentucky,2338847.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20001675.png,2
