Date,Team_x,Acquired,Relinquished,Notes,Name,Player ID,First Name,Last Name,Team_y,Jersey,Position Category,Position,Height,Weight,Birth Date,Birth City,Birth State,Birth Country,College,Salary,Photo Url,Experience
12/21/2019,Blazers,,Carmelo Anthony,bruised left knee (DTD),Carmelo Anthony,20000784,Carmelo,Anthony,POR,0.0,F,PF,80,238,1984-05-29T00:00:00,Brooklyn,New York,,Syracuse,1364204.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000784.png,15
12/10/2010,Warriors,,Stephen Curry,sprained right ankle (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
5/25/2011,Warriors,,Stephen Curry,surgery on right ankle (out indefinitely),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
2/28/2012,Warriors,,Stephen Curry,right foot injury (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/2/2012,Warriors,,Stephen Curry,right foot injury (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/4/2012,Warriors,,Stephen Curry,right foot injury (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/13/2012,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/14/2012,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/16/2012,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/17/2012,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/19/2012,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/21/2012,Warriors,,Stephen Curry,sprained right ankle (DNP) (P),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/22/2012,Warriors,,Stephen Curry,sprained right ankle (DNP) (P),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/24/2012,Warriors,,Stephen Curry,sprained right ankle (DNP) (F),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/25/2012,Warriors,,Stephen Curry,sprained right ankle (DNP) (F),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
4/25/2012,Warriors,,Stephen Curry,arthroscopic surgery on right ankle (out for season),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
1/16/2013,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
1/29/2013,Warriors,,Stephen Curry,sprained right ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
11/8/2013,Warriors,,Stephen Curry,bruised/sprained left ankle (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
4/16/2014,Warriors,,Stephen Curry,rest (DNP),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
2/22/2015,Warriors,,Stephen Curry,sprained right ankle / sore right foot (P) (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/13/2015,Warriors,,Stephen Curry,rest (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
12/30/2015,Warriors,,Stephen Curry,bruised lower left leg (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/1/2016,Warriors,,Stephen Curry,left ankle injury (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
4/16/2016,Warriors,,Stephen Curry,sprained right ankle (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
4/25/2016,Warriors,,Stephen Curry,sprained MCL in right knee (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/11/2017,Warriors,,Stephen Curry,rest (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
4/8/2017,Warriors,,Stephen Curry,bruised left knee (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
12/5/2017,Warriors,,Stephen Curry,sprained right ankle (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
1/10/2018,Warriors,,Stephen Curry,sprained right ankle (DTD),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
3/24/2018,Warriors,,Stephen Curry,sprained MCL in left knee (out indefinitely),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
11/9/2018,Warriors,,Stephen Curry,strained left groin (out indefinitely),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
10/31/2019,Warriors,,Stephen Curry,fractured left hand (out indefinitely),Stephen Curry,20000485,Stephen,Curry,GS,30.0,G,PG,75,185,1988-03-14T00:00:00,Akron,Ohio,,Davidson,40231758.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000485.png,9
12/15/2010,Bulls,,Joakim Noah,torn ligament in right thumb (out indefinitely),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
12/16/2010,Bulls,,Joakim Noah,surgery on right thumb to repair torn ligament (out indefinitely),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/15/2011,Bulls,,Joakim Noah,flu (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
1/21/2012,Bulls,,Joakim Noah,sprained left ankle (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/10/2012,Bulls,,Joakim Noah,illness (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
5/6/2012,Bulls,,Joakim Noah,sprained left ankle (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
5/8/2012,Bulls,,Joakim Noah,sprained left ankle (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
5/10/2012,Bulls,,Joakim Noah,sprained left ankle (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
1/2/2013,Bulls,,Joakim Noah,flu (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
2/1/2013,Bulls,,Joakim Noah,right foot injury (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
2/2/2013,Bulls,,Joakim Noah,right foot injury (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
2/4/2013,Bulls,,Joakim Noah,right foot injury (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/23/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/24/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/27/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/30/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/31/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
4/2/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
4/4/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
4/5/2013,Bulls,,Joakim Noah,plantar fasciitis in right foot (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
12/10/2013,Bulls,,Joakim Noah,bruised right thigh (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
1/27/2014,Bulls,,Joakim Noah,illness (DNP),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
5/2/2014,Bulls,,Joakim Noah,arthroscopic surgery on left knee (out indefinitely),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/11/2015,Bulls,,Joakim Noah,left knee injury (DTD),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
4/13/2015,Bulls,,Joakim Noah,sore left knee (DTD),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
5/8/2015,Bulls,,Joakim Noah,fined $25K by NBA for pushing fan while walking to locker room,Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
11/9/2015,Bulls,,Joakim Noah,sore left knee (DTD),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
12/21/2015,Bulls,,Joakim Noah,sprained left shoulder (DTD),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
1/15/2016,Bulls,,Joakim Noah,separated left shoulder (out for season),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
1/19/2016,Bulls,,Joakim Noah,surgery on left shoulder to repair separation (out for season),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
2/27/2017,Knicks,,Joakim Noah,arthrosopic surgery on left knee to remove loose body (out for season),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
4/27/2017,Knicks,,Joakim Noah,surgery on right shoulder to repair torn rotator cuff (out indefinitely),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
2/5/2019,Grizzlies,,Joakim Noah,right heel injury (DTD),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
3/22/2019,Grizzlies,,Joakim Noah,sore right knee (DTD),Joakim Noah,20000514,Joakim,Noah,LAC,55.0,C,C,83,230,1985-02-25T00:00:00,New York,New York,,Florida,,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000514.png,11
12/18/2010,Blazers,,Nicolas Batum,sore right shoulder (DNP),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
4/9/2012,Blazers,,Nicolas Batum,left quadricep injury (DNP),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
4/16/2012,Blazers,,Nicolas Batum,quadriceps injury (DNP),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
4/21/2012,Blazers,,Nicolas Batum,left quadriceps tendinitis (DNP),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
1/24/2015,Blazers,,Nicolas Batum,sprained right wrist (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
3/24/2015,Blazers,,Nicolas Batum,lower back injury (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
4/6/2015,Blazers,,Nicolas Batum,sprained lower back (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
4/15/2015,Blazers,,Nicolas Batum,sprained right knee (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
1/2/2016,Hornets,,Nicolas Batum,sprained toe on right foot (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
1/21/2016,Hornets,,Nicolas Batum,sprained right toe (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
1/30/2016,Hornets,,Nicolas Batum,sprained right toe (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
4/20/2016,Hornets,,Nicolas Batum,strained left foot (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
11/26/2016,Hornets,,Nicolas Batum,corneal abrasion (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
1/6/2017,Hornets,,Nicolas Batum,hyperextended/strained right knee (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
1/10/2017,Hornets,,Nicolas Batum,hyperextended/strained right knee (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
3/13/2017,Hornets,,Nicolas Batum,migraine headache (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
10/5/2017,Hornets,,Nicolas Batum,torn ligament in left elbow (out indefinitely),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
11/24/2017,Hornets,,Nicolas Batum,ulnar nerve contusion (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
3/18/2018,Hornets,,Nicolas Batum,left Achilles tendinitis (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
3/21/2018,Hornets,,Nicolas Batum,sore left Achilles (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
3/11/2019,Hornets,,Nicolas Batum,right eye injury (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
10/24/2019,Hornets,,Nicolas Batum,fractured finger (DTD),Nicolas Batum,20000617,Nicolas,Batum,CHA,5.0,G,SG,81,230,1988-12-14T00:00:00,Lisieux,France,,,25565217.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000617.png,10
12/18/2010,Spurs,,George Hill,sprained right big toe (DNP),George Hill,20000743,George,Hill,MIL,3.0,G,PG,75,188,1986-05-04T00:00:00,Indianapolis,Indiana,,IUPUI,9133907.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000743.png,10
12/20/2010,Spurs,,George Hill,sprained right big toe (DNP),George Hill,20000743,George,Hill,MIL,3.0,G,PG,75,188,1986-05-04T00:00:00,Indianapolis,Indiana,,IUPUI,9133907.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000743.png,10
12/22/2010,Spurs,,George Hill,sprained right big toe (DNP),George Hill,20000743,George,Hill,MIL,3.0,G,PG,75,188,1986-05-04T00:00:00,Indianapolis,Indiana,,IUPUI,9133907.0,https://s3-us-west-2.amazonaws.com/static.fantasydata.com/headshots/nba/low-res/20000743.png,10
